edge_id,edge_rate_all
1218472375_53463371_0,0.010752688172043012
1218472475_447373215_0,0.012048192771084338
1218474993_447388925_0,0.024390243902439025
1218496249_489337167_0,0.012048192771084338
1218588751_3002833805_0,0.030927835051546393
1218588784_3002833804_0,0.014925373134328358
1221016392_53422719_0,0.04225352112676056
1221016509_446478861_0,0.05194805194805195
1221016876_53600693_0,0.029411764705882353
1221086676_53422715_0,0.03488372093023256
1221112296_446492091_0,0.023529411764705882
1221119234_1221405369_0,0.014084507042253521
1221119281_1221119290_0,0.027777777777777776
1221119281_53332421_0,0.03225806451612903
1221119290_1221119234_0,0.011363636363636364
1221119290_1221405356_0,0.02564102564102564
1221125627_446479147_0,0.011764705882352941
1221125686_1221125627_0,0.012048192771084338
1221314650_1221317039_0,0.012195121951219513
1221317039_1221355060_0,0.009259259259259259
1221354927_1221354999_0,0.024691358024691357
1221354970_11381503166_0,0.041666666666666664
1221354970_1221355037_0,0.022222222222222223
1221354993_1221355037_0,0.03260869565217391
1221354999_1221355060_0,0.011111111111111112
1221355013_1221418900_0,0.012048192771084338
1221355037_1221354970_0,0.024390243902439025
1221355053_1221355060_0,0.010869565217391304
1221355060_1221317039_0,0.023255813953488372
1221355060_1221354904_0,0.0196078431372549
1221355060_1221354999_0,0.011764705882352941
1221405356_1221119290_0,0.010752688172043012
1221405357_1221418884_0,0.011363636363636364
1221405363_53422786_0,0.012658227848101266
1221405366_1221405356_0,0.024390243902439025
1221416648_657869852_0,0.023809523809523808
1221416654_657869854_0,0.0125
1221418870_1221355013_0,0.011494252873563218
1221418870_1221418900_0,0.0136986301369863
1221418884_366209487_0,0.02531645569620253
1221418900_657869854_0,0.09375
1222222317_53564018_0,0.009433962264150943
1222780844_53561204_0,0.013157894736842105
1222780850_1222780827_0,0.01282051282051282
1222780850_5860389944_0,0.009900990099009901
1222780859_53311438_0,0.02247191011235955
1222780866_3209354188_0,0.01020408163265306
1222841156_5860389946_0,0.041666666666666664
1223740547_53618764_0,0.0125
1224344020_53399004_0,0.01282051282051282
12253392844_1231500044_0,0.02197802197802198
12253392844_53655876_0,0.014492753623188406
1231429391_1177715676_0,0.07228915662650602
1231429518_53332719_0,0.02197802197802198
1231500044_1231500077_0,0.010752688172043012
1231500077_438722787_0,0.011235955056179775
1233020911_1426578993_0,0.010416666666666666
1233020946_1426578973_0,0.012658227848101266
1233020948_1233020923_0,0.012195121951219513
1233020948_1426578864_0,0.012987012987012988
1233020974_1233020946_0,0.013888888888888888
1237829713_1237829778_0,0.041666666666666664
1237829713_1237829976_0,0.01098901098901099
1237829778_1237829713_0,0.034482758620689655
1237829976_1237829713_0,0.013157894736842105
1246389199_53590668_1,0.011627906976744186
12599416450_1212604555_0,0.010638297872340425
12697225805_53652562_0,0.5
12735213732_1178747983_0,0.01
12735213732_2573782034_0,0.009708737864077669
12801880995_450880474_0,0.013888888888888888
12801884143_53551990_0,0.018867924528301886
12801884210_3860079051_0,0.010869565217391304
12812222017_11232898869_0,0.052083333333333336
12979448006_12979448012_0,0.01098901098901099
12979448006_12980390687_0,0.07228915662650602
13009756501_53521155_0,0.010638297872340425
13016122366_53612426_0,0.01
13018504178_1192150413_0,0.012048192771084338
13030502564_53534017_0,0.011904761904761904
13056348946_13056348947_0,0.013513513513513514
13056348949_917880340_0,0.00980392156862745
13062022132_53521274_0,0.0125
13062022132_53543377_0,0.011494252873563218
13091071866_53426174_0,0.013888888888888888
13131665325_3522786011_0,0.009900990099009901
13132271282_53589138_0,0.025
13132340420_366215894_0,0.00980392156862745
13132340420_53423470_0,0.011111111111111112
13146093508_1179956625_0,0.03225806451612903
13151160466_53508174_0,0.021052631578947368
13156161107_4807733718_0,0.0125
13156161107_482804884_0,0.012048192771084338
13191853166_53441265_0,0.010638297872340425
13324853247_53467500_0,0.010869565217391304
13334632578_2713279291_0,0.011764705882352941
13360496808_8443594761_0,0.0136986301369863
13360496834_13360496808_1,0.010309278350515464
13410109883_53279665_0,0.02631578947368421
13411067734_446014008_0,0.02247191011235955
13427992635_53663470_0,0.022222222222222223
13448241921_452151603_0,0.010752688172043012
1345392073_3227608153_0,0.011111111111111112
1345420597_1180005838_0,0.011764705882352941
1345424861_53596818_0,0.010416666666666666
1345424871_1345424866_0,0.022727272727272728
1345424871_53461758_0,0.03571428571428571
1345869308_2848204392_0,0.011627906976744186
1345994690_540063293_0,0.04819277108433735
1345994710_1345994690_0,0.010526315789473684
1347451808_53422719_0,0.010416666666666666
1349224292_13411067740_0,0.022988505747126436
1349224292_482804869_0,0.022222222222222223
13503511708_53387485_0,0.011627906976744186
13503511709_455712165_0,0.023529411764705882
1350744701_53463741_0,0.010416666666666666
1358639048_452151450_0,0.010752688172043012
1358639060_53567293_0,0.011627906976744186
1383941585_53530524_0,0.0125
1383941585_6960895973_0,0.011904761904761904
1391044103_1391044122_0,0.01282051282051282
1391044129_53474381_0,0.010526315789473684
1391044142_53279345_0,0.011764705882352941
1391045709_1391044142_0,0.010526315789473684
1391222996_1391223002_0,0.011764705882352941
1391223002_455711980_0,0.03296703296703297
1391223026_53484448_0,0.011764705882352941
1420820667_53412747_0,0.01282051282051282
1425249997_1192150246_0,0.011363636363636364
1425249997_53515093_0,0.011111111111111112
1426497464_2637497569_0,0.025
1426497563_1426497464_0,0.012048192771084338
1426506411_1426506618_0,0.009009009009009009
1426506517_53655857_0,0.013157894736842105
1426506565_10725638755_0,0.012345679012345678
1426506640_10725638754_0,0.012195121951219513
1426578993_1233020948_0,0.0136986301369863
1426704657_53499551_0,0.013157894736842105
1427365570_53285000_0,0.010752688172043012
1427365582_450537923_0,0.011764705882352941
1428204435_3300618990_0,0.010869565217391304
1428210861_1428210949_0,0.011904761904761904
1428210949_53474381_0,0.07692307692307693
1428256910_454661262_0,0.02531645569620253
1428256920_1514444486_0,0.0759493670886076
1428256926_454661226_0,0.011235955056179775
1428256929_53569343_0,0.11392405063291139
1428256950_53372561_0,0.009009009009009009
1428256985_1428256926_0,0.01282051282051282
1473400107_53589406_0,0.011363636363636364
1473487930_53589589_0,0.012048192771084338
1514444486_454661261_0,0.07142857142857142
1514444501_454661227_0,0.045454545454545456
1658564968_683664797_0,0.17543859649122806
1658565023_53484718_0,0.011764705882352941
1659447947_249650152_0,0.010416666666666666
1666217165_450538022_0,0.012048192771084338
1666217165_53279286_0,0.02564102564102564
1699123250_349378518_0,0.011627906976744186
1699123263_53453147_0,0.011494252873563218
1699123271_2705148499_0,0.0136986301369863
1699123288_3270240367_0,0.011764705882352941
1701854143_2713279291_0,0.02654867256637168
1701854143_53472460_0,0.03260869565217391
1701857250_53483534_0,0.00909090909090909
1706427633_449967724_0,0.010752688172043012
1706427666_1706427672_0,0.020202020202020204
1706427672_2714912985_0,0.013888888888888888
1706427672_449952498_0,0.00909090909090909
1706427672_53423556_0,0.010526315789473684
1706427684_1706427652_0,0.010752688172043012
1706466103_1706466027_0,0.013333333333333334
1706557234_2926554158_0,0.010638297872340425
1708816849_450998295_0,0.0125
1708816864_3330030102_0,0.03
1710317933_1179795960_0,0.011494252873563218
1710317933_4089413144_0,0.022222222222222223
1720713581_2634550734_0,0.010638297872340425
1764250142_53593647_0,0.012345679012345678
1777291055_456681765_0,0.03409090909090909
1777291055_53668858_0,0.011235955056179775
1843427843_53279384_0,0.15151515151515152
1843427850_53278738_0,0.2642857142857143
1843427918_53282266_0,0.011627906976744186
1843427931_53344762_0,0.020833333333333332
1843427935_3296655020_0,0.0673076923076923
1850006055_1850006061_0,0.03296703296703297
1850006061_1850006055_0,0.03225806451612903
1850006061_53413619_0,0.012195121951219513
1850006061_8316813421_0,0.014084507042253521
1872087522_53437946_0,0.01834862385321101
1883004695_2634656388_0,0.009345794392523364
1883224841_452150944_0,0.010526315789473684
1894652765_1894652766_0,0.011627906976744186
1894652788_1894652790_0,0.01098901098901099
1909162241_53510751_0,0.02197802197802198
1911661911_1911661953_0,0.011904761904761904
1916494099_53537960_0,0.010526315789473684
1916494099_53614613_0,0.011111111111111112
1916494164_1916494099_0,0.013888888888888888
1916494166_496671824_0,0.011764705882352941
1916494226_53614613_0,0.011494252873563218
1916515162_316333038_0,0.011363636363636364
1932457406_8316813421_0,0.02564102564102564
1942818468_1942818598_0,0.010101010101010102
1942818585_53459659_0,0.05555555555555555
1942818598_1942818468_0,0.012048192771084338
1975860074_53463345_0,0.010309278350515464
2013406320_446475970_0,0.04054054054054054
2020706716_2573782047_0,0.013157894736842105
2039162077_2039162079_0,0.012345679012345678
2136323602_2136323619_0,0.010309278350515464
2136323619_2136323602_0,0.010101010101010102
2136323619_53599420_0,0.010869565217391304
2203515065_2203515063_0,0.024096385542168676
2203515065_452150628_0,0.023529411764705882
2298789012_53610888_0,0.011363636363636364
2317426984_2819973638_0,0.13186813186813187
2341547437_2341547435_0,0.022222222222222223
2341547451_5638768544_0,0.012345679012345678
2341547515_471755008_0,0.013888888888888888
2352893887_13131665325_0,0.02631578947368421
2352893887_482804885_0,0.00980392156862745
237750937_12599416450_0,0.013333333333333334
237750937_237759925_0,0.010638297872340425
237750937_53459961_0,0.32456140350877194
237758037_53411383_0,0.013888888888888888
237759925_237750937_0,0.010526315789473684
2384881533_3786910293_0,0.010869565217391304
2384881587_53423529_0,0.03333333333333333
2384881598_53719166_0,0.033707865168539325
2384881601_2384881598_0,0.0125
2384881652_1142903104_0,0.041237113402061855
2384881652_456681760_0,0.010869565217391304
2384881654_1777291057_0,0.00980392156862745
2384881654_2384881652_0,0.011363636363636364
2388040886_2388040892_0,0.009900990099009901
2388077286_2388077287_0,0.011494252873563218
2397822462_1345994710_0,0.02127659574468085
2397822469_1345994710_0,0.05952380952380952
2397822469_2397822462_0,0.02631578947368421
2402700935_245561586_0,0.01020408163265306
2402700981_2402700979_0,0.011764705882352941
2402727278_2402727302_0,0.011363636363636364
2402727302_2402727278_0,0.011904761904761904
2402730667_2953563845_0,0.29464285714285715
2402730678_2402730685_0,0.011904761904761904
2402730685_2402730678_0,0.012195121951219513
2446501462_3303410184_0,0.011235955056179775
2446501467_53368188_0,0.02531645569620253
2446501470_2799423625_0,0.03076923076923077
245561586_2402700935_1,0.012195121951219513
2471329904_10966348619_0,0.012195121951219513
2471329904_558652590_0,0.02127659574468085
249533167_4082308807_0,0.011111111111111112
249650152_1659447947_0,0.011111111111111112
2525381018_53431069_0,0.05319148936170213
2547406527_728165596_0,0.013157894736842105
2547406551_2547406543_0,0.010526315789473684
2548098339_1231500044_0,0.03529411764705882
2548098339_53655876_0,0.03125
2567469402_53523210_0,0.013333333333333334
2572164626_53407624_0,0.043478260869565216
2572164791_53445237_0,0.056179775280898875
2572164803_53445237_0,0.053763440860215055
2572164803_53564001_0,0.014285714285714285
2572164997_339996475_0,0.01098901098901099
2573781995_2618657804_0,0.012195121951219513
2573782009_2573782010_0,0.03896103896103896
2573782034_12735213732_0,0.012658227848101266
2573782047_2020706716_0,0.010309278350515464
2573782088_30052861_0,0.08695652173913043
2573836291_53399541_0,0.4154929577464789
2573836291_53441455_0,0.25396825396825395
2573847767_2573847784_0,0.024390243902439025
2573847782_2573847784_0,0.013513513513513514
2573847784_1710317933_0,0.011904761904761904
2573847784_2573847767_0,0.01282051282051282
2573847784_2573847782_0,0.010752688172043012
2578893464_53460033_0,0.011235955056179775
258261100_258262576_0,0.01282051282051282
258261100_455719981_0,0.01098901098901099
258262101_53280312_0,0.046511627906976744
258262576_3380577564_0,0.012195121951219513
258262661_258262091_0,0.05
258262661_455719079_0,0.023255813953488372
258488222_446297931_0,0.039473684210526314
258488222_53302588_0,0.0273972602739726
2586255731_2586255738_0,0.010309278350515464
2586255731_53425076_0,0.06422018348623854
2586255743_53435763_0,0.010526315789473684
2586255744_53517424_0,0.011494252873563218
2586255751_2586255731_0,0.021505376344086023
2592913043_489337171_0,0.023529411764705882
2592913349_53409342_0,0.2524271844660194
2614129318_1231429518_0,0.012345679012345678
2615876798_2615876800_0,0.09174311926605505
2615876798_3937059795_0,0.02666666666666667
2615876800_53484597_0,0.03409090909090909
2615876804_53413644_0,0.011494252873563218
2615876804_53484597_0,0.02564102564102564
2618209522_53565629_0,0.02247191011235955
2618211341_2618211371_0,0.013333333333333334
2623040632_2623040621_0,0.012195121951219513
2623040646_3867878358_0,0.02702702702702703
2626622014_2626622024_0,0.03614457831325301
2626622014_53576071_0,0.011904761904761904
2626622024_53721267_0,0.020833333333333332
2627986212_3295593430_0,0.01282051282051282
2627986483_53494824_0,0.0125
2633805491_244974930_0,0.011494252873563218
2633805491_2633816203_0,0.010752688172043012
2633816165_53301578_0,0.02727272727272727
2633816170_2549418170_0,0.009433962264150943
2633816200_452151716_0,0.011904761904761904
2633816202_1004884100_0,0.010526315789473684
2633816202_53630829_0,0.010869565217391304
2633816203_2633816200_0,0.04285714285714286
2633816203_9092809582_0,0.011111111111111112
2633816214_2633816217_0,0.011111111111111112
2633816217_53630777_0,0.013157894736842105
2634550734_1720713581_0,0.011494252873563218
2634656409_53512018_0,0.012658227848101266
2634693299_53434870_0,0.011235955056179775
2635219039_5390637348_0,0.021739130434782608
2635219041_2635219053_0,0.023529411764705882
2635256574_2635256569_0,0.011904761904761904
2635547740_53439745_0,0.013513513513513514
2637707069_320763634_0,0.0136986301369863
2637742608_53616940_0,0.013333333333333334
2638675157_53639885_0,0.024096385542168676
2638675190_2638675244_0,0.010638297872340425
2638675236_1180187547_0,0.011494252873563218
2638675236_1180187578_0,0.010309278350515464
2638675244_2638675253_0,0.011235955056179775
2638675244_2771341200_0,0.02631578947368421
2638675253_2638675244_0,0.010309278350515464
2639157319_6285145209_0,0.011363636363636364
2646614588_4166714206_0,0.010869565217391304
2646614588_53639890_0,0.0196078431372549
2646614627_2646614622_0,0.012987012987012988
2646614627_452866026_0,0.028846153846153848
2646614627_53430010_0,0.013513513513513514
270405510_4095606995_0,0.01282051282051282
2704624164_4087231383_0,0.02531645569620253
2705148499_53640824_0,0.023255813953488372
2705148524_53461154_0,0.01904761904761905
2712062761_2713391900_0,0.011111111111111112
2713279291_1701854143_0,0.028846153846153848
2713279291_53640838_0,0.021739130434782608
2713292536_1142904218_0,0.012048192771084338
2713292536_53423466_0,0.012345679012345678
2713311958_366215894_0,0.013157894736842105
2713311958_53423470_0,0.022988505747126436
2713311962_449907112_0,0.010752688172043012
2713311962_53667521_0,0.02631578947368421
2713391900_2712062761_0,0.010869565217391304
2714901198_53278511_0,0.012345679012345678
2714901201_315839078_0,0.010869565217391304
2714901204_315839078_0,0.022988505747126436
2714901207_53411211_0,0.010638297872340425
2714912985_1706427672_0,0.011494252873563218
2714977035_53441256_0,0.012195121951219513
2714977035_53479821_0,0.010752688172043012
2714977035_53642012_0,0.02247191011235955
271607927_53448773_0,0.010526315789473684
2771341200_2638675244_0,0.043010752688172046
2771341200_5497859256_0,0.012658227848101266
2778554456_53705175_0,0.042105263157894736
2799423625_2446501467_0,0.020618556701030927
2799423625_452150775_0,0.011764705882352941
2799423637_9311344666_0,0.013513513513513514
2819744494_53373398_0,0.16822429906542055
2819744494_8117365553_0,0.056179775280898875
2819745718_53526036_0,0.022988505747126436
2819973638_2317426984_0,0.10752688172043011
2822099658_496666173_0,0.010526315789473684
2822099658_53570997_0,0.24210526315789474
2822099658_8632778940_0,0.19469026548672566
2823616394_6200127837_0,0.012195121951219513
2823616394_8284422566_0,0.013513513513513514
2823616529_53514872_0,0.012658227848101266
2823616531_2823616529_0,0.03225806451612903
2823616531_53413426_0,0.012048192771084338
2842211733_12753548547_0,0.011363636363636364
2842211738_53445153_0,0.0125
2842211738_53547031_0,0.013333333333333334
2842211766_452827517_0,0.02197802197802198
2842211768_2842211782_0,0.011235955056179775
2842211774_53671509_0,0.010101010101010102
2842211782_2842211768_0,0.01020408163265306
2842211783_2842212002_0,0.011627906976744186
2842211784_53565233_0,0.011235955056179775
2842212007_2842214559_0,0.01020408163265306
2842212034_2951828427_0,0.0136986301369863
2842212044_2842212051_0,0.0125
2842212083_53503194_0,0.010309278350515464
2842214559_2842212007_0,0.022222222222222223
2842214569_2842214583_0,0.020618556701030927
2842214569_53460033_0,0.043010752688172046
2842214583_2842214569_0,0.010309278350515464
2848204391_2848493184_0,0.025974025974025976
2848204392_1345869308_0,0.010101010101010102
2848493174_53461796_0,0.054945054945054944
2848493174_53516186_0,0.013333333333333334
2852081576_3950264231_0,0.011627906976744186
2852178738_2852178744_0,0.012658227848101266
2852178744_8665984968_0,0.012048192771084338
2857173957_1349224292_0,0.03260869565217391
2857394109_316306590_0,0.010869565217391304
2859093884_53589794_0,0.020618556701030927
2859245506_3241106071_0,0.02531645569620253
2859245506_53508176_0,0.011904761904761904
2859245549_3227608153_0,0.012195121951219513
2859245565_4173789198_0,0.031914893617021274
2859245573_2859245574_0,0.010416666666666666
2859245573_53499299_0,0.02702702702702703
2859245573_53582203_0,0.01020408163265306
2859245574_4173789198_0,0.045454545454545456
2859245574_450714559_0,0.02666666666666667
2859245582_2859245583_0,0.012658227848101266
2859245582_450714993_0,0.056818181818181816
2859245582_53582205_0,0.024096385542168676
2859245583_2859245582_0,0.020618556701030927
2859245583_450716051_0,0.0125
2859245583_53441265_0,0.03614457831325301
2859302267_1179459672_0,0.060240963855421686
2859302267_1179459773_0,0.08536585365853659
2859302267_2859302272_0,0.012048192771084338
2859302272_1179956582_0,0.02040816326530612
2859302272_2859302267_0,0.02702702702702703
2859304395_2859304803_0,0.019801980198019802
2859304803_1180005819_0,0.010101010101010102
2859304803_2859304395_0,0.025
2861322805_3264724250_0,0.011764705882352941
2864468888_2633816168_0,0.011764705882352941
2864468888_53514150_0,0.010869565217391304
2864807287_2864807290_0,0.010309278350515464
2871054556_316332922_0,0.0379746835443038
2901634339_2901634341_0,0.024691358024691357
2901634339_53533245_0,0.011627906976744186
2905156602_454661290_0,0.011235955056179775
2908414395_53509142_0,0.15454545454545454
2910122791_53438265_0,0.01282051282051282
2910233887_2910233890_0,0.010869565217391304
2910233890_2910233887_0,0.010309278350515464
2912188914_53433899_0,0.018867924528301886
2912209289_53606108_0,0.012048192771084338
2912209289_5847530874_0,0.011627906976744186
2912209289_8439166655_0,0.01020408163265306
2925569833_3171398615_0,0.022988505747126436
2925570317_53432339_0,0.011111111111111112
2925570317_53432346_0,0.023255813953488372
2925570333_53668877_0,0.012987012987012988
2926554143_53414207_0,0.0136986301369863
2926554158_1706557234_0,0.014705882352941176
2938172405_4091376224_0,0.05102040816326531
2938172406_387186935_0,0.023529411764705882
2948601585_3235649725_0,0.012345679012345678
2948601585_53407975_0,0.012345679012345678
2948601586_53461503_0,0.014285714285714285
2951828414_452827710_0,0.009523809523809525
2951828427_2842212034_0,0.011764705882352941
2951828429_2951828426_0,0.011111111111111112
2953563845_2402730667_0,0.23622047244094488
2953563862_2953563885_0,0.025
2953563885_2953563862_0,0.03225806451612903
2955373055_447178140_0,0.011111111111111112
2955373055_449967724_0,0.012048192771084338
2957867017_53376242_0,0.03296703296703297
2957867043_53407548_0,0.012048192771084338
2957867106_4812509953_0,0.01
2987035535_1426438819_0,0.011235955056179775
2988958550_53623648_0,0.011627906976744186
29981753_258487848_0,0.08823529411764706
29981753_448790652_0,0.06097560975609756
29983388_439950021_0,0.013513513513513514
30004443_446187594_0,0.03260869565217391
3002833804_1218588829_0,0.022727272727272728
30052861_454667326_0,0.08264462809917356
303447093_438722900_0,0.025
303447093_53464694_0,0.014285714285714285
3035654115_2987035532_0,0.02702702702702703
3035654115_53556383_0,0.010416666666666666
3060356771_53638677_0,0.013513513513513514
3074312873_53414424_0,0.011627906976744186
3074312873_53448337_0,0.012195121951219513
3080952853_53598400_0,0.012048192771084338
3080952864_53520785_0,0.01020408163265306
3088209646_3227608153_0,0.011235955056179775
3088209649_3088209647_0,0.013513513513513514
3088209649_53425702_0,0.01282051282051282
3095390694_3298610427_0,0.013333333333333334
3106156133_3299018415_0,0.011235955056179775
3106156133_438722873_0,0.011111111111111112
3106156143_3106156149_0,0.011363636363636364
3106156149_2548098339_0,0.043010752688172046
313811886_7231984561_0,0.019417475728155338
3155509527_451003824_0,0.12745098039215685
3155509545_5388562037_0,0.02040816326530612
3155509550_5388562033_0,0.021052631578947368
3157337335_1701854143_0,0.013513513513513514
3157337335_53637455_0,0.01098901098901099
3157337335_53640838_0,0.011627906976744186
315787790_258262458_0,0.011363636363636364
315787790_446298021_0,0.07920792079207921
315839078_2714901201_0,0.019801980198019802
316165698_445964106_0,0.08181818181818182
316292003_3157337335_0,0.009900990099009901
316292008_3088209649_0,0.010101010101010102
316302550_316302556_0,0.011627906976744186
316302550_53667521_0,0.023255813953488372
316302556_1699123271_0,0.010752688172043012
316302556_316302550_0,0.011111111111111112
316302556_316302558_0,0.011904761904761904
316302558_316302556_0,0.01
316303180_2713311958_0,0.011627906976744186
316305093_53596618_0,0.011235955056179775
316332854_53637356_0,0.01098901098901099
316333038_316333041_0,0.011764705882352941
316334514_53423466_0,0.028169014084507043
316342869_53490476_0,0.010638297872340425
316357431_387186790_0,0.034482758620689655
316373854_11032190191_0,0.011363636363636364
316374728_53520503_0,0.012345679012345678
3170953165_439949992_0,0.012345679012345678
3170953165_439949994_0,0.05555555555555555
3171398615_2925569833_0,0.028169014084507043
3171398615_2925569838_0,0.01282051282051282
3171398615_2925569842_0,0.0125
3171398615_7196288015_0,0.02666666666666667
317340711_53488875_0,0.020833333333333332
3202224757_53316178_0,0.010638297872340425
320763634_3951969856_0,0.011627906976744186
3208339050_3208342165_0,0.012658227848101266
3208339051_3208342164_0,0.010869565217391304
3208342164_3208339051_0,0.011494252873563218
3210157486_3210157533_0,0.012048192771084338
3210157533_3210157486_0,0.01020408163265306
3210157533_3210157570_0,0.01282051282051282
3210157541_53296808_0,0.011904761904761904
3210157570_3210157533_0,0.02666666666666667
3210160967_3215336180_0,0.020202020202020204
3210160967_3299263971_0,0.011764705882352941
3210160967_53464694_0,0.024390243902439025
3210160996_3210160742_0,0.033707865168539325
3210160996_3299261058_0,0.033707865168539325
3210160996_53573627_0,0.03125
3215336180_438722900_0,0.010101010101010102
321932278_3951969856_0,0.045454545454545456
321932278_3951970461_0,0.05434782608695652
3227608153_1345392073_0,0.02666666666666667
3227608153_2858999189_0,0.023255813953488372
3227608153_3088209646_0,0.010638297872340425
3227608153_316292003_0,0.012345679012345678
3229297535_2573782009_0,0.011764705882352941
3233234128_3233234150_0,0.012345679012345678
3233234150_53488649_0,0.011494252873563218
3233234153_3233235268_0,0.02857142857142857
3233234153_3252879233_0,0.010309278350515464
3233234153_53552683_0,0.043010752688172046
3233235268_3252869118_0,0.03571428571428571
3233235439_3233235440_0,0.009900990099009901
3233235440_4329948718_0,0.012658227848101266
3235649725_2948601585_0,0.010752688172043012
